Iter	Posterior	Likelihood	Prior	t_s0	t_s1	t_c0	t_c1	t_c2	t_c3	b0_s0	b0_s1	b0_c	b1_s0	b1_s1	b1_c	b2_s0	b2_s1	b2_c	b3_s0	b3_s1	b3_c	b4_s0	b4_s1	b4_c	b5_s0	b5_s1	b5_c	b6_s0	b6_s1	b6_c	b7_s0	b7_s1	b7_c	b8_s0	b8_s1	b8_c	b9_s0	b9_s1	b9_c	b10_s0	b10_s1	b10_c	b11_s0	b11_s1	b11_c	b12_s0	b12_s1	b12_c	b13_s0	b13_s1	b13_c	b14_s0	b14_s1	b14_c	b15_s0	b15_s1	b15_c	b16_s0	b16_s1	b16_c	b17_s0	b17_s1	b17_c	b18_s0	b18_s1	b18_c	b19_s0	b19_s1	b19_c	b20_s0	b20_s1	b20_c	b21_s0	b21_s1	b21_c	b22_s0	b22_s1	b22_c	b23_s0	b23_s1	b23_c	b24_s0	b24_s1	b24_c	b25_s0	b25_s1	b25_c	b26_s0	b26_s1	b26_c	b27_s0	b27_s1	b27_c	b28_s0	b28_s1	b28_c	b29_s0	b29_s1	b29_c	b30_s0	b30_s1	b30_c	b31_s0	b31_s1	b31_c	b32_s0	b32_s1	b32_c	b33_s0	b33_s1	b33_c	b34_s0	b34_s1	b34_c	b35_s0	b35_s1	b35_c	b36_s0	b36_s1	b36_c	b37_s0	b37_s1	b37_c	b38_s0	b38_s1	b38_c	b39_s0	b39_s1	b39_c	b40_s0	b40_s1	b40_c	b41_s0	b41_s1	b41_c	b42_s0	b42_s1	b42_c	b43_s0	b43_s1	b43_c
37100	-119.638	-121.233	1.59456	2	11	8	5	0	9	0	0	3	1	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	3
37200	-123.401	-121.104	-2.29777	2	11	8	5	0	9	0	0	3	1	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	3
37300	-122.5	-121.171	-1.32978	2	11	8	5	0	9	0	0	3	0	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	1	1	0	1	0	0	3	0	0	3
37400	-122.636	-126.898	4.26282	2	11	8	5	0	9	1	0	3	0	0	3	0	0	3	0	0	3	0	1	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	1	1	0	0	1	0	0	3	0	0	3
37500	-118.236	-122.359	4.12314	2	11	8	5	0	9	0	0	3	1	0	3	0	0	3	0	0	3	0	1	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	1	3	0	0	1	0	0	1	0	0	3	0	1	3
37600	-119.128	-121.151	2.02305	2	11	8	5	0	9	1	0	3	0	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	3
37700	-121.028	-124.14	3.1117	2	11	8	5	0	9	0	0	3	0	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	1	1	0	1	0	0	3	0	0	3
37800	-120.486	-124.975	4.48915	3	10	8	6	0	8	1	0	3	0	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	3
37900	-120.91	-122.141	1.23095	2	11	8	5	0	9	0	0	3	1	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	3
38000	-123.882	-125.681	1.79859	2	11	8	5	0	9	1	0	3	0	0	3	0	0	3	0	0	3	0	1	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	1	3	0	0	1	0	0	1	0	0	3	0	0	3
38100	-118.859	-120.656	1.7971	2	11	8	5	0	9	1	0	3	0	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	3
38200	-119.559	-119.797	0.238114	3	10	8	6	0	8	1	0	3	0	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	3
38300	-123.031	-125.374	2.34328	3	10	8	6	0	8	0	0	3	1	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	3
38400	-116.617	-118.682	2.06478	3	9	8	6	1	7	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
38500	-115.324	-113.993	-1.33116	3	9	8	6	1	7	0	0	3	1	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	1	2	0	0	1	0	0	1	0	0	3	0	0	3
38600	-113.272	-117.112	3.83984	3	9	8	6	1	7	0	0	3	0	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	1	2	0	0	1	1	0	1	0	0	3	0	0	3
38700	-116.511	-121.11	4.59814	3	9	8	6	1	7	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
38800	-114.612	-114.49	-0.121529	2	10	8	5	1	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
38900	-115.405	-116.442	1.03682	2	10	8	5	1	8	1	0	3	0	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	1	2	0	0	1	0	0	1	0	0	3	0	0	3
39000	-114.79	-117.585	2.79482	2	10	8	5	1	8	0	0	3	1	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	1	2	0	0	1	0	0	1	0	0	3	0	0	3
39100	-118.901	-116.62	-2.28147	3	9	8	6	1	7	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
39200	-117.721	-118.714	0.993068	3	9	8	6	1	7	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
39300	-115.736	-119.524	3.78858	3	9	8	6	1	7	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
39400	-116.868	-119.79	2.92196	3	9	8	6	1	7	0	0	3	1	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	1	2	0	0	1	0	0	1	0	0	3	0	0	3
39500	-115.115	-117.91	2.79527	3	9	8	6	1	7	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
39600	-117.163	-118.31	1.14791	3	9	8	6	1	7	0	0	3	0	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	1	2	0	0	1	1	0	1	0	0	3	0	0	3
39700	-114.608	-116.925	2.31652	2	10	8	5	1	8	0	0	3	1	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	1	2	0	0	1	0	0	1	0	0	3	0	0	3
39800	-114.217	-116.041	1.82374	2	10	8	5	1	8	1	0	3	0	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	1	2	0	0	1	0	0	1	0	0	3	0	1	3
39900	-119.151	-123.476	4.32505	2	10	8	5	1	8	0	0	3	0	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	1	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	1	2	0	0	1	1	0	1	0	0	3	0	1	3
40000	-114.27	-117.636	3.36622	3	9	8	6	1	7	1	0	3	0	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	1	2	0	0	1	0	0	1	0	0	3	0	1	3
40100	-113.981	-116.49	2.50893	3	9	8	6	1	7	0	0	3	1	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	1	2	0	0	1	0	0	1	0	0	3	0	0	3
40200	-112.8	-117.425	4.62451	2	10	8	5	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
40300	-114.749	-117.578	2.82811	3	9	8	6	1	7	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
40400	-117.03	-119.324	2.29428	3	9	8	6	1	7	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
40500	-113.576	-118.217	4.64037	2	10	8	5	1	8	0	0	3	1	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	1	2	0	0	1	0	0	1	0	0	3	0	0	3
40600	-118.08	-116.799	-1.28122	3	9	8	6	1	7	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
40700	-119.736	-124.117	4.38027	3	10	8	6	0	8	0	0	3	1	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	3
40800	-118.777	-123.294	4.51625	3	9	8	6	1	7	1	0	3	0	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	1	2	0	0	1	0	0	1	0	0	3	0	0	3
40900	-114.283	-114.692	0.409035	3	9	8	6	1	7	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
41000	-115.452	-113.428	-2.02434	2	10	8	5	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
41100	-116.893	-118.842	1.94991	2	10	8	5	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
41200	-115.715	-116.85	1.13502	2	10	8	5	1	8	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
41300	-122.186	-125.213	3.02641	3	10	9	5	1	7	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
41400	-123.345	-122.532	-0.81337	4	9	9	6	1	6	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
